,sentiment,content
4240,0,gotta work lonely weekend ahead
4241,1,inlovewitharmy hehehe i`m nice
4242,1,lilbumbles happy mother s day mother list
4243,0,gabbyflyyy im jealous want go ny
4244,0,bored work
4245,1,bro light g soll cheer http twitpic com wjrs
4246,0,kixsal star trek imax d huge screen still worth watching
4247,1,happy christmas wait happy m easel day seriously happy mother day lmao
4248,0,god miss bf fuckin much month snï¿½ff
4249,1,awesome pedicure today
4250,0,good start day left money home hot day looking free carparks
4251,0,time get game cancel th season like show
4252,1,prism new webtop mozilla lab rock world
4253,0,mitchelmusso can t call cause portable sais number excist want much talk
4254,0,mitchelmusso can t can t can t sad venezuela
4255,0,moving office going miss hollywood
4256,0,mrdeniro wish someone would inspire sexy time right ugh thats gonna happen ugh
4257,1,pon and zi thanks way
4258,0,look like office tv get mlb network look like mlbn televising det bal game today wieters
4259,0,can t set p phone twitter
4260,0,kev watson sorry address wrong put samuel address sam stupid brain day today
4261,0,time house chore ugh
4262,0,kezzawezz want dinna hink get shown elgin n got nae go with n
4263,0,thewordaliveaz supposed coming life got way lol give friend wild time
4264,0,gealbhan beag hate cat pee
4265,0,soo sad mcmcbuddy think look like could little rainbow like burrito ok burrito
4266,0,first time week see clear blue sky
4267,0,twitter second day running study leave me car one piece
4268,0,selenagomez awwww gonna miss you
4269,0,aww anyone see hollie steel bgt tonight wharra shame
4270,0,ziggy friday feel boring too time fun today much mood either
4271,0,feeling frustrated i can t get thing work
4272,1,bwmson you know say w nothing love dude
4273,0,can t believe weekend already time go nice day fam today mum good day too
4274,1,nice win dodger giant
4275,1,here s big moan dave leyrock im hr pity me coloursfest ahoy xo
4276,1,really want see cash cash
4277,1,also lipton s sparkling green tea gross
4278,0,still feeling well
4279,0,want hair cut mom wont cut
4280,1,car shopping kacy yay
4281,1,mozart requiem tonight
4282,0,joycewaddle like almost sholders
4283,0,still missing husband really want home
4284,0,ohaigabriella hate it english day everyday
4285,0,excited blowing another candle today a kid
4286,1,dannyvan googled quot engagement ring quot amp exact ring want it st result sigh love it http twurl nl jaqj
4287,0,capplegate still sad samantha who
4288,1,anthem right now leave high dry http blip fm fcr
4289,1,came back hanging friend cocktail lt drunk feeling good hope everyone s well
4290,0,mood listen reg stuff sir told me u used huge fan mine seems forgotten song
4291,1,home tired phone bed good night tweeter happy mother day
4292,1,going get strawberry champagne tonight
4293,0,sad duck day
4294,1,going watch tv crazy night am work tomorrow live somehow least mean finish early
4295,0,missed friggin hair appt
4296,0,alyssa milano hey thought tweet say hi i much write there space little box hehe damn
4297,0,finished whole box ice cream
4298,1,isuhin dear going fucking kiddoe going sit doing nothing awesome wheres shopping lt
4299,0,jus back watching night museum would rate
4300,1,going indiana baptist sunday pray summer missionary
4301,0,dorkus well gonna fit big long advertisement
4302,0,ohitsbigron dang disappointing
4303,0,davidarchie listening album youtube awesome can t buy
4304,1,secondary school cooking lesson came good use today made shepherd s pie mama
4305,0,lestockdrop wish
4306,1,chillin bros couple yeunglings get much better
4307,1,go sleep fun
4308,1,katabolickatie tv im watching s show marathon
4309,1,art show dee s place woohoooo
4310,1,letting anyone get tired taking people s pain time happy person without drama om
4311,1,acallpro yeahhh u wasnt thereeeeeeeeeee
4312,1,yes
4313,1,drinking yay
4314,0,everyones set quot away quot msn nobody talk
4315,0,aaaaahhhh friday but funeral
4316,0,disappointed gonna sleep off
4317,1,friday yay bonus drive wale tonight athough miss kitten cuddle going ride
4318,0,love camp fire wish kid would try bit harder sing along
4319,1,ordered henna redhead week
4320,0,redbaff alright joking said wine fool maybe don t like drinking
4321,1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
4322,0,paulo one yes went smooth bad get back work though enjoying friday
4323,0,taurenlegend kind hard see pic doggie pic exist
4324,1,strandell several day ago great though
4325,1,lan poker much fun someone help remember ki compre chal raha hai abhi
4326,1,snuffel gl say hi me
4327,0,fizzythoughts boo work beatwittyparty least still here
4328,0,got get ready work would rather fishing
4329,0,spent half day troubleshooting something even within control cluster always mean high availability
4330,0,corruptedangel god really really christ
4331,1,watching season episode house bed great bedtime story
4332,0,long sunbathing burnt
4333,0,think world mileycyrus hannah montana set im missing tennessee alot today
4334,0,night b put hold week coz ill last nite gutted still nice nite tho whers sun gone
4335,0,apartment nothin do little hungry http myloc me fim
4336,0,yet start paper due tonight motivation
4337,1,cssglobe hahah lab hr lab ba seems think similar way
4338,1,monday blue today me
4339,0,brianshead waah longer peep
4340,0,gialovescece ghost whisperer going without j love
4341,1,steph atticus thank
4342,0,superrzaaap forgot yardsale event ooh pity
4343,1,woah awesome show glad back hotel though nightie night happy mother s day mommy s
4344,0,agent m gave sick to my stomach feeling ppl like belong regular society ever
4345,0,danielbachhuber so tmobile g hummer h wish battery life iphone
4346,1,jessmcflyxxx gdgd well better go get ready work haha fun tonight x x
4347,0,wojohitz marchingstars winkiedinkie erockett feel left out alone az lol
4348,1,aaronstewart try drawer horizontal cabinet full non digital fun sec amp finra make job joyful can t hire temp either
4349,0,yeahh cenare lo mismo qe rosher ok ok roger wiii
4350,0,enzo blech thats fail receiving dollar quoted job usd last month getting paid major loss
4351,1,trying figure twitter thing out quite excited
4352,1,ra anana wonderful place
4353,0,flash forward poor dead josh http bit ly jkphn please leave message condolence there boy rip that s sad
4354,0,boo rain got pruney bath oo may day the crazy morris dancer large ampthill lol
4355,1,thelma amp louise good movie
4356,0,simonprobert yep supposed last weekend filthy weather
4357,0,mid shift awful im counting time
4358,1,first day new job yeah
4359,1,ticklemejoey goodnight baby loll jk night
4360,1,partied long hard goodnight twitter see ya mornin
4361,1,going home awesome time peep
4362,0,saresa feel pain
4363,0,retrorewind awwww cried make cry love joey
4364,1,food look amazing dessert frozen grand marnier souffle course eat bar
4365,1,top cashier work today woot woot drink
4366,0,ddlovato food like can t put penutt butter bread always broke bread need tosted much
4367,0,hurt sister much potential isnt using waste god given talent
4368,0,hollie spelt ie y made cry bgt tonight gxx
4369,1,dhughesy safer say cube sphere roll buddy awesome time esp st one
4370,0,poor girl britain got talent god love forgot word cried get second chance perform
4371,0,take away
4372,0,feeling good
4373,1,early lunch getting dressed amy s confirmation
4374,0,going thursday terrible idea knew reason done quarter pop advil
4375,1,love charge
4376,0,tatrtalk wanted to sadly work today normally work friday either
4377,0,melaniericheson used nkotb sleeping bag too know
4378,0,miss seeing firefly
4379,0,redhalo pax goddamn fucking suck hug
4380,1,it claire lol buy u big star war pant xmas
4381,0,asombroso bahahaha love gabriel absolutely fucking hilarious
4382,0,ooh icecream s gone oh wait got another box freezor yumm
4383,0,bohemyth interested however low carbs next month mean beer
4384,0,back home phone grandma love miss
4385,0,miss alot one day
4386,1,itshazel wow five year congrats
4387,1,played okami hour today
4388,0,relaxing day park sun back work tomorrow
4389,0,buddytv excited new pushing daisy episode make much worse finally gotten cancellation
4390,0,relapse mom dad need you jesus fucking christ stay away
4391,0,damn the right side earphone stopped working sudden need buy new one
4392,1,ncarcadio congrats new mac book air
4393,1,good morning mommy happy mother day pull cat tail know like
4394,0,said actually said think gonna cry now lt
4395,0,omg sore shoulder
4396,1,nothing like home made paranthas breakfast
4397,1,may unintentionally snubbed someone due ineptness shyness feel badly
4398,0,gfalcone little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx
4399,1,one day pray get better
4400,1,eat reallyyy good ice cream
4401,1,going watch boy striped pj s hope cry
4402,0,cacaubrazil that s great guy related
4403,1,astaldoia definitely something egg yummy
4404,1,look like yet another beautiful day london
4405,1,jaybzs hi get try new restos so yea fuunn let s dinner get back
4406,1,johncmayer widewale courduroy ll get ya everytime
4407,1,joaocalistro mine good wet good
4408,0,sad cant go friend house
4409,1,ikonora great night
4410,1,whole life come this incredibly amazing
4411,0,themikekelly sorry mike assuming music missing i know then mystery
4412,0,morning all water heating s packed up can t bath really want bath
4413,1,picture burn taylor swift great song
4414,1,amazing night girl
4415,1,pik hair braid up scrub make relaxxxx tonight fun
4416,0,miss rain oh hell way tell me
4417,0,hate car place lt jx gt
4418,0,wish sun would shine
4419,0,ache amp chill joined party cold go away get worse
4420,1,got home dinner really really full mom said dad bought sony ak holyyyyyyy
4421,0,mandyyjirouxx damn call
4422,0,already miss dunhams
4423,0,tried audioboo recording it distorted due high volume ob
4424,1,typezero thanks slooooow hehe stoked hope good weekend
4425,1,bemeaningful thanks ff wink
4426,0,feeling sad dont goodbye z
4427,1,soon new job start happy
4428,1,darenyeow oh wow really good think im going use one lol
4429,1,coraline scary yesterday puke luckily ahaa week amp day till baby
4430,1,singapore warm here blast already
4431,1,jhnnywyatt amazing tonight glad could share baby sunshine
4432,1,man finishing quot operation anchorage quot sure give unfair advantage loot wise love stealth field suit gauss rifle
4433,1,calculator made lot little algebra baby today
4434,0,sadly know lot woman like song http blip fm af
4435,0,sfannah ahhhhh well least to
4436,0,can t sleep throat dry hell ugh still gon wake fabulous
4437,0,jcubed dang course jealous cuz think first
4438,0,getting one lil gem s ear repierced work today definitely dreading
4439,0,unclerush unfair wanted watch came message saying quot this video currently available country quot
4440,0,velcrshoes great check get work block sims work
4441,1,julienviet propellerheads harddrive long while got music repo back shape felt nostalgic
4442,1,well inspirative day there s room design today schedule heading bed
4443,0,car broken
4444,0,house hunting pain house shifting super pain packing never seems end can t even imagine unpacking p
4445,0,rain ever go away puppy getting cabin fever like going rain
4446,0,spent minute book store bought one book
4447,0,really really hate biology u u
4448,1,best shower ever still completely deaf one ear kinda getting used now gonna watch the woman now
4449,1,okneil welcome home wherever may
4450,1,watchin family guy
4451,0,teeth head hurt
4452,0,school boring
4453,1,sarahjacinta thanks
4454,1,erichalvorsen lorenbrinton nicksantino say tour again lineup with austin gibbs
4455,0,dougiemcfly great show doug fun im sorry wont watch
4456,0,wishing michou show right now god life isnt fair
4457,0,twitter s lame post twitpic gucci
4458,1,mizfitonline lance morning happy mother s day miz thank lance
4459,1,joechacko thx became ibm master inventor really enjoyed blog particularly vegan tag
4460,1,class yow party four hour lecture mix attal drink red bull amp still sleepy smh alrite bedtime
4461,1,http yfrog com guyoj bonfire fave
4462,0,even mile mile apart still holding heart day jonas brother d concert experience w candice
4463,1,ahhh finally went yogurtland saved spoon hahaha
4464,1,tashababyyy getting weekend aw really want to
4465,0,way seattle yay seattle boo matt leaving
4466,0,need motivation life oh love would nice
4467,1,updating live benihana tokyo waikiki happy birthday mark
4468,1,elephatt lol thanks you nice meeting aswell looking forward tweetversation
4469,1,fun time allegra tonite saw again good movie
4470,0,tired hour work tomorrow
4471,1,yesterday awesome sunny day best friend good food amp ton fun could ask
4472,1,kelseyj xo hey chick u alryt u dad tmoro sud sumin aen like last week neva dun oot week lol missed ha bye hun xxx
4473,1,cracking night last night think ever laughed much nice lazy day today woop
4474,1,tinas fun meeting tina definitely soon
4475,1,good morning sunshine
4476,1,watching rugrats anndd tweeting course
4477,1,margaretcho learn tw headed boy nutreal milk hotel
4478,1,detrick hey glad friday happy ate bad apple
4479,1,think thing say make super chunk chocolate muffin kid
4480,0,heading gym group guy used go quit well except brandon make terribly sad
4481,1,ggw bach thank positive energy contribution here
4482,1,jammin capital garde xx
4483,1,atxtraveler thanks try boarding
4484,0,wah fav whattaburger location closing st damn good thing moving damn mon fri
4485,0,need play infamous where s free blockbuster rental coupon need one miss coke reward
4486,0,mitchelmusso cant get
4487,1,h lamb meeting fun sunny yay play horse afternoon clap clap clap
4488,1,desizntech thanks glad like
4489,1,ending day another walk nice walk gelato
4490,1,morning twit friend welcome new follower
4491,0,wolfchild heheheheh lol always figured send way got dupe felt bad sending stuff
4492,1,irish bank holiday day
4493,0,risquethaianna cant go swimmin
4494,0,ogvenoe can t die lunch date rocio coming plus new shoe ugh
4495,0,shibuya yeah closer secret stumble
4496,0,headache nobody keep company want to be a kidd again lt
4497,0,scarymommy sure entire blogroll terribly updated could motivate update redo it
4498,0,sick year omg suck bad sickness ended including full restroom cleanup
4499,1,pinkberry
4500,0,start least favourite chore mopping floor
4501,1,toddkashdan thanks todd enjoyed reading blog little cheer good old alfred wallace curious read book
4502,1,sunmee hope studyin went well
4503,0,djgigidred fare lady body nap work
4504,0,please help get song head
4505,0,lisatayl stay great mother gave cold flu left still cough
4506,1,cherrythegreat hay naku madaya ka talaga ah hehe hey happy mother day mom nga pala baditz mom also
4507,0,round round garden amazing thing still talking me http tinyurl com dxas
4508,1,paulacampbell happy mother day paula
4509,1,goofygeorge totally welcome come hang wiki it it
4510,0,freakyfriday slipped shower fell lucky escape couple concussion
4511,1,week one day go
4512,1,bamablockhead no good price considering going see right
4513,1,sharneselanier thanks hon great yourself happy mother day
4514,0,joeyarceo yeah new material
4515,1,tomfelton haha what s like looking back work fun sure
4516,1,joelogic wish could too enjoy weekend xxx
4517,1,happy mother s day mother
4518,1,rainboweagle yeah replied meant take photo drink laaazy didnt x
4519,0,stressin h core supposed cleaning room feel like crap
4520,1,happy mother day beautiful mom s day cherish best woman life
4521,1,happy mothersday mother and mine love youuuuuu
4522,0,one tesla dealership
4523,1,monday bad sunny fb
4524,0,ok wtf something menu in window sell it wanted bubble tea
4525,0,follower random spammer
4526,0,asexynyfemale make sure well done
4527,1,back manchester whats weather sweaty
4528,0,ninjabetic oh no hope get soon make feel better hug coast
4529,0,waiting danny text back xoxo
4530,0,still feelin like blah hour
4531,1,solangeknowles going show amsterdam can t wait
4532,0,promised eat crisp im starving there nothing else quick eat
4533,1,phillherold thank
4534,1,know sunshine wonderful today alright day text twitterer
4535,0,school victoria amp bryan school soon sadd
4536,1,jbrigante haha drink cheat day
4537,0,school out work
4538,0,well movie night spoilt fracked disk happiness gone time sleep
4539,1,http dayna dreamwidth org daily random ness
4540,0,sevidesigns delivered next friday looonnnng way away people guess laundry next week mil s
4541,1,tessmorris worried it s great job quite nice way spend day
4542,0,audreyallure really thinking staying till tomorrow back philly nite wanna stay bad
4543,1,massive headache going see terminator tonight
4544,1,gamerbabe feeling little sleepy now reading gunter grass wonderful tiny print eye done
4545,1,leighannirvine thanks hun wearing new goldmine e s big false lash show
4546,1,morning im ready weeee sunday
4547,1,mileycyrus wouldnt let vote yesterday made today really hope u win cause everyone know u deserve d
4548,1,happy star war day everyone
4549,0,fuckin tired get home till work bjs
4550,1,listening olivia play lol
4551,0,there s one cherry dr pepper left fridge thank god im addicted stuff sad thing skin
4552,0,arrested development sad
4553,0,definitely od tired but backstagepazz com joke i think want groupie tell tale
4554,1,got ohh baby got it singapore going rock city
4555,1,smfibus feeling able get anything want long quot green quot
4556,0,kellycombs bummed miss you hope enjoy writing conf tho
4557,0,really really miss
4558,1,nemitabbah hahahaha yeah mess crossing kneeling bit get called out joking
4559,0,somehow managed sober remember crap felt pre drink
4560,1,robkardashian hey fellow trojan congrats graduation
4561,0,curvaceousdee aw gutted
4562,0,time fly and never got right oh why
4563,0,imjustdanni awww thats fair me im lil sad
4564,0,busyellebee ur anti understood message sorry left ur vote bnp msg end due space
4565,1,jtimberlake thank happy mother day mother also snl tonight
4566,1,mandyyjirouxx helloooo
4567,0,miss nipissing pita good thing got euphoria barrie cause would never survive summer without pita smoothy
4568,0,uni work weekend fun time
4569,1,well done visteon belfast year salary paid show happens stand
4570,0,missdeeeee encourage me got year stuff regret
4571,1,apattys yes that s said
4572,0,freebiesmom video available online gone morning missed waiting long
4573,0,kenyaimagine much injustice imagine now get worse get better afraid doubt here sorry
4574,0,bennglazier nup cd either whole bunch zero one free
4575,1,loonyboi rule this bought second game full price lost move
4576,1,missxtatti thanks adding
4577,0,excitement new follower overnight sadness ad bot
4578,1,time get educated hope great start monday morning
4579,1,went shopping lil deserve it night town big city norfolk
4580,1,patriciap thanks follow
4581,1,happy mother day
4582,1,oh mint lounge awesome night
4583,1,tagaytay family happy mum s day hot momma s
4584,1,heyshanny can t wait either welcome yay
4585,0,lol stay hour keep missing tila s last post
4586,0,starry surrounded them official niece nephew yet
4587,0,beautiful day im working leaving get sun though
4588,0,captblackeagle miss captain
4589,0,marnixtfn ahahahah hello welcome twitter got hang already xx
4590,0,nothing really going well however currently there nothing else look forward may aswel make best
4591,1,augustine ty friend yes ur right daughter daughter forever
4592,1,eating chocolate ready break
4593,1,biggest headache right now washed hair wif mum s shampoo gross like shampoo way better
4594,1,hey mate came home beach hella tired hour ride
4595,1,rajrikhy hi uploaded completely new chinese lesson www youtube com chineselearn please feel free watch enjoy
4596,1,epicwinmaster thats great
4597,0,petercoffin maybe pas lay making swineflu illegal law abiding citizen get
4598,0,qdakid q dont get love anymore
4599,0,luvinmesomed that s march it came sooo slow then heartbeat
4600,1,new baby well attempting quot painting quot weekend
4601,1,got rite ear peirced brother got first peircing left ear also got new septum bar one black c bar ball
4602,1,mizzlianne that s sweet
4603,1,bsaeed nice meet tonight amp thanks
4604,1,andeedrummer yeah go always brings u thing let last something called quot bird milk quot
4605,0,lizzerdrix hate cottage cheese even got fancy stuff last weekend lemon berry i could eat half it
4606,1,micar yup get better s
4607,0,back hurt heating pad it stupid ladder collapse make fall back bum
4608,0,going stop tweeting lsat studying now
4609,1,heading baguio hour
4610,0,bit tongue sooo bad it s swollen
4611,0,going work than ill home im going look camera since must lost house everyone wonderful day
4612,1,home see bloody movie full booked night museum fun though
4613,0,wont taking test
4614,1,jaiash anytime that s im giggle
4615,1,feel depressed save it thanks nothing
4616,0,branwen better today yesterday really hard still unbelievable miss him too probably always will
4617,0,aaaaaw want live usa
4618,1,much fun haley super cute beach love it million pic come course
4619,1,back home great time
4620,0,destridoll sorry message yet get thought straight tomorrow try goodnight
4621,1,new day new home happy mom day me
4622,1,nikkiwoods problem think great thing reflect on
4623,1,aphrodaisy thanks making homemade lasagna mum today
4624,0,tired work till tonight happy mother day everyone http tinyurl com qubl
4625,0,gray hat python book reminded many security tool python version specific pain need use
4626,1,feeling nice got big as smile face reason mralister take as sleep right lol
4627,1,started new job today aaand stoked may long billy awesome
4628,1,can t help look twitter page drool custom bg http twitter com galvao
4629,1,brings sooo much joy show it great song http blip fm zoq
4630,0,bad mood dont feel good bad one care
4631,1,fatz galore aaaw bad good mood phone someone lol
4632,1,kiki miacherry morning kik enjoy breakfast
4633,1,muffinwomanxo eh u dont like retro tisk tisk u upto apart waxing ur quot mustache quot lol
4634,0,dog died today year miss much
4635,1,treasaint salad stuff chilli whatever horti mate give really think fun
4636,0,make feel like used
4637,1,good morning everyone great monday thanks following
4638,0,follower
4639,1,went world education fair today whole different kind circus
4640,1,spoiledmommy thanks one goofy bathroom self taken dorky shot ha ha hope wonderful mommy day
4641,1,happy skool let out today last day yippee r i p jackson tyler morris always loved never forgotten
4642,0,tinylegacies sigh ah well maybe second email clear get approved
4643,1,best job world amp yes australia http tinyurl com clxll
4644,1,cousin leon born today
4645,0,abbey marie stick kidd you ll alright there s whole sketchy world waiting taken advantage
4646,1,drmommy got smile
4647,1,morning hope lovely holiday monday whatever goin to
4648,0,playdate cancelled
4649,0,listening opeth trying think missing show san antonio failing
4650,1,going ikea roomie shop apartment ikea like top ten store love
4651,1,leaving florida want live forever texan girl
4652,0,misterperturbed ordered replacement palm centro cuz phone got kill t wanted palm pre cant afford data plan
4653,1,mikedignammusic coool thanks lot xxx
4654,1,orange pineapple banana smoothie long hard day heaven
4655,1,good morning think time breakfast
4656,0,jinxcat failing cooking lately makin sad duno cook less army need practice flour tortilla
4657,1,happy friday weekend everyone tgif nothing
4658,0,wow feel like ish really feel bad ignorent aholes wont overturn prop
4659,1,shopping beckyyy going starbucks minute
4660,1,gulpanag congratulation heart hacker computer hacker
4661,1,got coach purse
4662,0,ria got g phone im jealous
4663,1,lunarlife he definitely fav host ever can t wait watch rest tomorrow
4664,0,dangit lsu w spot b lead southern intentionally mentioning anything got jinxed anyhow
4665,0,omg trying fix pic working ugh also mom wont let sleep sanzz bad day
4666,0,davidaldrich wx look like ohio tornado hit
4667,0,lobsterandswan itï¿½s beautiful blog iï¿½m able acess anymore
4668,1,hello thereeeeeee
4669,0,hungry single heading golfing range soon
4670,0,love baby hurt me hurt me more want watch night ruxbury right now
4671,1,almost done third chapter cover page yay
4672,1,cbmagazine thanks reminder hope great time
4673,1,proudkiwi thanks message worked see reply
4674,0,gcrush nopantsdance thinking excited guy move realized sad see go
4675,0,today free day bell rang wen rang end okayy but
4676,0,carothenyx aww im sorry im home hope ok love ya wifey lt xx
4677,0,mower shopping
4678,0,trying watch boy flower online streaming suck wireless crappy
4679,1,good morning everyone
4680,0,freecitysoul film come camera broken lamesauce
4681,1,ok yall time go room amp cuddle wit sasha lol see yall later alligator happy mother day da mom amp mom
4682,1,dougiemcfly haha dude b date p wish u ur b day oth november also turn u reply please
4683,1,nite people
4684,0,sunny bored sad call text
4685,0,tyefighter sell guitar hero p fund splitting ex
4686,0,retrorewind buff guy unfortunatly alot people dont know danny s name either sad sophie sweet
4687,0,waiting someone s sm week nearly month
4688,0,where s happiness
4689,0,laying bed listening opticon miss joe veneck
4690,1,exhausted sore sunburnt really happy
4691,1,dtatusko thx do always make chatty night
4692,1,adamthestudent isp sorted gather cheer bday wish
4693,1,jaztwitta welcome home babe
4694,1,mkasper thank
4695,0,ouch epic bruise toe lump ankle bad time
4696,1,jonasbrothers http twitpic com bnas oh god adorable ilove much inspiration nick
4697,1,redheadlori happy mother day
4698,0,davecandoit dude honest god happens time minus trail mix
4699,0,mixxxonn watched today show didnt see though
4700,0,blackberry s got fatty battery guess kinda boat huh laurensanchez
4701,1,hope everyone great weekend today important meeting today
4702,1,diamondblue hehehe tryna find another condom better get u box cuz ima take u thru em
4703,1,sairzbillington lol thanks think husband would classify quot annoying quot like awesome much better
4704,0,think ever played fun suck marketing promotion
4705,1,angelemotion yayyy new video amazing people
4706,0,wanted sleep friend denmark poked im
4707,1,someone take la need see lemon tree
4708,0,fucking hate goodbye
4709,0,google wave presentation http bit ly ehfov impressed nice really
4710,0,trying sleep watching cnn thinking today meeting work best buy life oh well whatever pay alcohol
4711,1,dreaming weekend awake
4712,0,im super sick w fever
4713,0,ac broke house waiting get estimate timeframe repair bright side gonna join colab week
4714,0,tehblue don t know interact getting better pain though want give poor liver break
4715,1,rhettmatic happy birthday
4716,0,missing used
4717,1,sitting gatwick going home week cant wait see family
4718,0,siiyu could lost dog poor girl
4719,0,jtay finally summer unforunately can t come see you it ll see y all again tell emm said hi
4720,1,archuleta amp cook arrive day
4721,1,emilyjonesmusic awww thank
4722,0,nicole http twitpic com rylt ur lucky there stage close theem think dangerous
4723,0,ahh yes obligation vampire kept away twitter but back amp try update much possible i lost donor
4724,0,disappointed learn newark oh cancelled july firework due economy
4725,1,life good much greater thursday pm
4726,1,charliecurve wait cool sliding door that s oxymoron
4727,1,markstanto thx webdu conf thurs
4728,1,aileenu yep converted blip great hear lot others suggestion pretty great stuff
4729,1,thanks everyone twittering me still newbie friend would like invite here please help girl
4730,1,oohnoo that s great weee visitor
4731,0,karamat could ever actually allowed stay
4732,1,gowalla added spot memphis today visited needed hot dog icon new restaurant settle hamburger
4733,0,simon idol might say life sentence good enough chester stile one rape year old child f why
4734,0,somebody get work tomorrow
4735,1,atbandre nice wedding ring shiny
4736,0,wish knew put through she stole heart never gave back and occasionally like like look have
4737,1,got call chimp buddy want join party load prepare now wow great cup tea first think erm
4738,1,seicra the bc well end everyone s happy most time
4739,1,http pic gd fadc one sunday night helsinki drink anything xd yeah right
4740,0,think gonna able go see jb d concert wrong time close
4741,1,fun traditional family dinner party mother s day
4742,0,tree lined avenue begin fade view drowning past regret tea cigarette but cant seem forget when came along
4743,1,nt able follow anyone friendorfollow com come itsucks
4744,0,ugly betty sooooooo sad
4745,1,going tonight finally wanty lie park but cinema bound look
4746,1,joolzgirl oh no u must get lol mum still isnt convinced
4747,1,omg finished history childrens book need make pretty print im done whoo
4748,0,batman sound bicycle suck cant ride
4749,0,brain hurt
4750,1,got new silverstein cd aha amazing highly recomend it
4751,1,watching best movie ever neverending story wish babbby me though
4752,1,watching snl ucsd girl laughing twitter blackberry joke thought tweet that
4753,0,imjustcreative com on dude always think thing get worst
4754,1,home ghost girlfriend past lovely luddite exactly high theatre good date movie
4755,0,miss daddy much
4756,0,missed math trade
4757,0,found one coworkers actually like leaving
4758,0,smiley u lot bad thing r gonna final next week
4759,0,http twitpic com kw besties demtrialovato there
4760,0,oh yeah like waking early around mid day get tired
4761,0,evening picking n pop go dinner ta lum tum tum som tum major avenue decided go home not clubing tonite
4762,1,tractorqueen
4763,0,pengen nonton friens mine comeback show di prost beer house kemang besok tapi ga bisaaaaaaaaaa
4764,0,dad quot no trip lahore you quot me quot i live dc amp nyc also big target quot bummer pizza hut chicken tikka pizza
4765,1,followed great super mazembe one favorite around http blip fm jkbp
4766,0,sorry hard finding imeem free stuff rb deesound like david starfire like a http blip fm afu
4767,1,head feel sooooooooooo much better
4768,1,twitter sooo pretty damn cool
4769,1,yay friend glen here like
4770,1,saw cute movie passed place called peasant kitchen wtf name kinda sad
4771,1,vice president social cultural affair southwestern college
4772,0,mumbly joe trying guilt coming alumnus weekend think make either year suck lot
4773,1,got told got good chance gettin job excited omgggg come back want too
4774,1,dopenhagen kl drink
4775,0,gutted invited bbq tomorrow night gonna miss bgt final wonder wheel tv outside
4776,1,quimo haha mon do really want send it
4777,1,loved ap tour columbus oh last night still exhausted goin bed sweet dream gnight
4778,0,really cant take this
4779,0,blah car repair almost dollar shopping around better deal
4780,1,sun shinning im out
4781,1,kellieann haha hi mum wow yes modern you need get facebook account p s talk writing mattcaplin
4782,1,janice know lol grin bear
4783,1,jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green amp yummy sauce wine
4784,1,watching groove movie mikecase hubby
4785,1,veeriwhoa oh silence verona wanting go jaja enjoyyitverymuch bring phothos danny dougie
4786,1,listening nin working break almost good show rock extra hard sarfabarfa
4787,1,ingridholliday good morning
4788,0,nicpic lot thing nico gud news job bad news middle nowhere got phone twitter cnt play video
4789,0,soooo hungry waiting bf get home car trouble waiting mechanic help him
4790,0,aquafreak too depresses thinking it
4791,1,lol mom present cost dollar
4792,0,going without brandinmusic skype haha
4793,1,sittin home watchin monster in law waitin pizza yum yum
4794,1,elise smith yummy eating one too bagel
4795,0,wishing could go boulderdiaries soco go climb instead stuck work weekend
4796,1,http twitpic com whaf tonight s art show success
4797,0,sibling left alone bored
4798,0,realrobbrydon hi rob coming back show wale soon missed first time
4799,0,esatt wanna see here
4800,0,happy mother day mother s entire world deserved day u right
4801,1,installed inav iblue v theme give fresh feel http twitpic com jfg
4802,1,barely awake eating breakfast marathon morning good luck racer happy mother s day
4803,0,realdawnsummers haha quot work quot can t read anything
4804,0,bad dream cant go sleep keiligirl
4805,1,watered tomato plant pepper plant lettuce feeling homely freddie fun packed day
4806,0,called blown yet again
4807,1,aulia quot alternate mean acquisition quot sound sorta noble
4808,1,yay got stuff rygegrej dk perfect taste like banana apple
4809,1,goodnight p thanks jailbreaking ipod stacie lt
4810,0,banjoist may ask bluegrass mean sorry advance looking bit silly asking
4811,0,missing justbrad birthday
4812,1,mundah really glad able watch game
4813,0,earthlink say modem dead want buy new one sign one year contract argh
4814,1,hansenbanana kayyy xd yeah everyone always talk part dog dy need find movie seen xd
4815,1,oh noesss senior last day however tickling till floor giggling made totally worth it plus senior sandwhich
4816,0,home sick friday studying im point weekend ruined
4817,0,angiemartinez too florida last weekend rain came back home ri rain terrible
4818,0,work
4819,0,bos like check leave please
4820,1,laurenmontonen didddd met
4821,0,want pineapple miss baby
4822,1,acchanosaurus good luck chan gue kmrn bawa backpack kosong quite helping
4823,0,hyped e wish could go
4824,0,head cold
4825,0,krooyakkers thought ur going somewhere that s invitw u
4826,1,marcftsk haha thanks clarifying that i thought u meant mr bello wish could there cousin live
4827,0,trellthms r u tonight bro i wanna go
4828,0,changed hairstyle but good supposed be n think wealthed much money hate hairdresser
4829,0,majayy miss too
